publication	study	subject	item	repetition	voicing	usable	vowel_dur	condition	comment
Roettger_etal_2014	2	4	wub	3	voiced	usable	143	B	Normal
Roettger_etal_2014	2	4	wup	3	voiceless	usable	120	B	Normal
Roettger_etal_2014	2	4	zeb	3	voiced	usable	114	B	Normal
Roettger_etal_2014	2	4	zep	3	voiceless	usable	126	B	Normal
Roettger_etal_2014	2	5	baug	1	voiced	usable	159	A	Enhanced
Roettger_etal_2014	2	5	bauk	1	voiceless	usable	156	A	Enhanced
Roettger_etal_2014	2	5	beg	1	voiced	usable	138	A	Enhanced
Roettger_etal_2014	2	5	bek	1	voiceless	usable	112	A	Enhanced
Roettger_etal_2014	2	5	bleb	1	voiced	usable	89	D	Reversed
Roettger_etal_2014	2	5	blep	1	voiceless	usable	84	D	Reversed
Roettger_etal_2014	2	5	blog	1	voiced	usable	91	B	Normal
Roettger_etal_2014	2	5	blok	1	voiceless	usable	121	B	Normal
Roettger_etal_2014	2	5	dab	1	voiced	usable	146	C	Reduced
Roettger_etal_2014	2	5	dag	1	voiced	usable	157	C	Reduced
Roettger_etal_2014	2	5	dak	1	voiceless	usable	174	C	Reduced
Roettger_etal_2014	2	5	dap	1	voiceless	usable	149	C	Reduced
Roettger_etal_2014	2	5	dieg	1	voiced	usable	75	B	Normal
Roettger_etal_2014	2	5	diek	1	voiceless	usable	70	B	Normal
Roettger_etal_2014	2	5	dob	1	voiced	usable	103	D	Reversed
Roettger_etal_2014	2	5	dop	1	voiceless	usable	112	D	Reversed
Roettger_etal_2014	2	5	drub	1	voiced	usable	155	C	Reduced
Roettger_etal_2014	2	5	drup	1	voiceless	usable	85	C	Reduced
Roettger_etal_2014	2	5	dug	1	voiced	usable	109	B	Normal
Roettger_etal_2014	2	5	duk	1	voiceless	usable	83	B	Normal
Roettger_etal_2014	2	5	fag	1	voiced	usable	117	B	Normal
Roettger_etal_2014	2	5	fak	1	voiceless	usable	116	B	Normal
Roettger_etal_2014	2	5	faub	1	voiced	usable	93	B	Normal
Roettger_etal_2014	2	5	faup	1	voiceless	usable	99	B	Normal
Roettger_etal_2014	2	5	flab	1	voiced	usable	115	A	Enhanced
Roettger_etal_2014	2	5	flap	1	voiceless	usable	118	A	Enhanced
Roettger_etal_2014	2	5	fleb	1	voiced	usable	84	C	Reduced
Roettger_etal_2014	2	5	flep	1	voiceless	usable	81	C	Reduced
Roettger_etal_2014	2	5	freb	1	voiced	usable	86	A	Enhanced
Roettger_etal_2014	2	5	frep	1	voiceless	usable	102	A	Enhanced
Roettger_etal_2014	2	5	frob	1	voiced	usable	84	C	Reduced
Roettger_etal_2014	2	5	frog	1	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	5	frok	1	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	5	frop	1	voiceless	usable	98	C	Reduced
Roettger_etal_2014	2	5	frub	1	voiced	usable	54	A	Enhanced
Roettger_etal_2014	2	5	frup	1	voiceless	usable	76	A	Enhanced
Roettger_etal_2014	2	5	gag	1	voiced	usable	154	D	Reversed
Roettger_etal_2014	2	5	gak	1	voiceless	usable	145	D	Reversed
Roettger_etal_2014	2	5	gaub	1	voiced	usable	118	C	Reduced
Roettger_etal_2014	2	5	gaug	1	voiced	usable	170	D	Reversed
Roettger_etal_2014	2	5	gauk	1	voiceless	usable	172	D	Reversed
Roettger_etal_2014	2	5	gaup	1	voiceless	usable	135	C	Reduced
Roettger_etal_2014	2	5	gleg	1	voiced	usable	98	C	Reduced
Roettger_etal_2014	2	5	glek	1	voiceless	usable	103	C	Reduced
Roettger_etal_2014	2	5	glieb	1	voiced	usable	88	C	Reduced
Roettger_etal_2014	2	5	gliep	1	voiceless	usable	97	C	Reduced
Roettger_etal_2014	2	5	gob	1	voiced	usable	103	B	Normal
Roettger_etal_2014	2	5	gop	1	voiceless	usable	110	B	Normal
Roettger_etal_2014	2	5	grieb	1	voiced	usable	109	B	Normal
Roettger_etal_2014	2	5	griep	1	voiceless	usable	103	B	Normal
Roettger_etal_2014	2	5	heg	1	voiced	usable	91	B	Normal
Roettger_etal_2014	2	5	hek	1	voiceless	usable	91	B	Normal
Roettger_etal_2014	2	5	klab	1	voiced	usable	120	B	Normal
Roettger_etal_2014	2	5	klap	1	voiceless	usable	100	B	Normal
Roettger_etal_2014	2	5	krob	1	voiced	usable	93	A	Enhanced
Roettger_etal_2014	2	5	krop	1	voiceless	usable	102	A	Enhanced
Roettger_etal_2014	2	5	mieb	1	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	5	miep	1	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	5	naub	1	voiced	usable	161	D	Reversed
Roettger_etal_2014	2	5	naug	1	voiced	usable	163	C	Reduced
Roettger_etal_2014	2	5	nauk	1	voiceless	usable	145	C	Reduced
Roettger_etal_2014	2	5	naup	1	voiceless	usable	135	D	Reversed
Roettger_etal_2014	2	5	nug	1	voiced	usable	94	A	Enhanced
Roettger_etal_2014	2	5	nuk	1	voiceless	usable	90	A	Enhanced
Roettger_etal_2014	2	5	prieg	1	voiced	usable	74	A	Enhanced
Roettger_etal_2014	2	5	priek	1	voiceless	usable	83	A	Enhanced
Roettger_etal_2014	2	5	prug	1	voiced	usable	74	D	Reversed
Roettger_etal_2014	2	5	pruk	1	voiceless	usable	76	D	Reversed
Roettger_etal_2014	2	5	rog	1	voiced	usable	102	C	Reduced
Roettger_etal_2014	2	5	rok	1	voiceless	usable	122	C	Reduced
Roettger_etal_2014	2	5	schlab	1	voiced	usable	151	D	Reversed
Roettger_etal_2014	2	5	schlap	1	voiceless	usable	102	D	Reversed
Roettger_etal_2014	2	5	schmaub	1	voiced	usable	109	A	Enhanced
Roettger_etal_2014	2	5	schmaup	1	voiceless	usable	108	A	Enhanced
Roettger_etal_2014	2	5	schrieg	1	voiced	usable	76	D	Reversed
Roettger_etal_2014	2	5	schriek	1	voiceless	usable	78	D	Reversed
Roettger_etal_2014	2	5	schug	1	voiced	usable	64	C	Reduced
Roettger_etal_2014	2	5	schuk	1	voiceless	usable	56	C	Reduced
Roettger_etal_2014	2	5	spag	1	voiced	usable	132	A	Enhanced
Roettger_etal_2014	2	5	spak	1	voiceless	usable	123	A	Enhanced
Roettger_etal_2014	2	5	staug	1	voiced	usable	161	B	Normal
Roettger_etal_2014	2	5	stauk	1	voiceless	usable	120	B	Normal
Roettger_etal_2014	2	5	streg	1	voiced	usable	88	D	Reversed
Roettger_etal_2014	2	5	strek	1	voiceless	usable	77	D	Reversed
Roettger_etal_2014	2	5	sub	1	voiced	usable	76	D	Reversed
Roettger_etal_2014	2	5	sup	1	voiceless	usable	90	D	Reversed
Roettger_etal_2014	2	5	trieg	1	voiced	usable	NA	C	Reduced
Roettger_etal_2014	2	5	triek	1	voiceless	usable	NA	C	Reduced
Roettger_etal_2014	2	5	wieb	1	voiced	usable	100	A	Enhanced
Roettger_etal_2014	2	5	wiep	1	voiceless	usable	107	A	Enhanced
Roettger_etal_2014	2	5	wub	1	voiced	usable	101	B	Normal
Roettger_etal_2014	2	5	wug	1	voiced	usable	104	A	Enhanced
Roettger_etal_2014	2	5	wuk	1	voiceless	usable	71	A	Enhanced
Roettger_etal_2014	2	5	wup	1	voiceless	usable	87	B	Normal
Roettger_etal_2014	2	5	zeb	1	voiced	usable	86	B	Normal
Roettger_etal_2014	2	5	zep	1	voiceless	usable	96	B	Normal
Roettger_etal_2014	2	5	bleb	2	voiced	usable	76	D	Reversed
Roettger_etal_2014	2	5	blep	2	voiceless	usable	87	D	Reversed
Roettger_etal_2014	2	5	blog	2	voiced	usable	86	B	Normal
Roettger_etal_2014	2	5	blok	2	voiceless	usable	87	B	Normal
Roettger_etal_2014	2	5	dieg	2	voiced	usable	85	B	Normal
Roettger_etal_2014	2	5	diek	2	voiceless	usable	97	B	Normal
Roettger_etal_2014	2	5	dob	2	voiced	usable	104	D	Reversed
Roettger_etal_2014	2	5	dop	2	voiceless	usable	109	D	Reversed
Roettger_etal_2014	2	5	dug	2	voiced	usable	82	B	Normal
Roettger_etal_2014	2	5	duk	2	voiceless	usable	98	B	Normal
Roettger_etal_2014	2	5	fag	2	voiced	usable	134	B	Normal
Roettger_etal_2014	2	5	fak	2	voiceless	usable	120	B	Normal
Roettger_etal_2014	2	5	faub	2	voiced	usable	85	B	Normal
Roettger_etal_2014	2	5	faup	2	voiceless	usable	104	B	Normal
Roettger_etal_2014	2	5	frog	2	voiced	usable	96	D	Reversed
Roettger_etal_2014	2	5	frok	2	voiceless	usable	89	D	Reversed
Roettger_etal_2014	2	5	gag	2	voiced	usable	151	D	Reversed
Roettger_etal_2014	2	5	gak	2	voiceless	usable	152	D	Reversed
Roettger_etal_2014	2	5	gaug	2	voiced	usable	149	D	Reversed
Roettger_etal_2014	2	5	gauk	2	voiceless	usable	146	D	Reversed
Roettger_etal_2014	2	5	gob	2	voiced	usable	100	B	Normal
Roettger_etal_2014	2	5	gop	2	voiceless	usable	103	B	Normal
Roettger_etal_2014	2	5	grieb	2	voiced	usable	81	B	Normal
Roettger_etal_2014	2	5	griep	2	voiceless	usable	81	B	Normal
Roettger_etal_2014	2	5	heg	2	voiced	usable	92	B	Normal
Roettger_etal_2014	2	5	hek	2	voiceless	usable	100	B	Normal
Roettger_etal_2014	2	5	klab	2	voiced	usable	111	B	Normal
Roettger_etal_2014	2	5	klap	2	voiceless	usable	99	B	Normal
Roettger_etal_2014	2	5	mieb	2	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	5	miep	2	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	5	naub	2	voiced	usable	138	D	Reversed
Roettger_etal_2014	2	5	naup	2	voiceless	usable	131	D	Reversed
Roettger_etal_2014	2	5	prug	2	voiced	usable	70	D	Reversed
Roettger_etal_2014	2	5	pruk	2	voiceless	usable	70	D	Reversed
Roettger_etal_2014	2	5	schlab	2	voiced	usable	140	D	Reversed
Roettger_etal_2014	2	5	schlap	2	voiceless	usable	100	D	Reversed
Roettger_etal_2014	2	5	schrieg	2	voiced	usable	72	D	Reversed
Roettger_etal_2014	2	5	schriek	2	voiceless	usable	56	D	Reversed
Roettger_etal_2014	2	5	staug	2	voiced	usable	125	B	Normal
Roettger_etal_2014	2	5	stauk	2	voiceless	usable	137	B	Normal
Roettger_etal_2014	2	5	streg	2	voiced	usable	83	D	Reversed
Roettger_etal_2014	2	5	strek	2	voiceless	usable	75	D	Reversed
Roettger_etal_2014	2	5	sub	2	voiced	usable	91	D	Reversed
Roettger_etal_2014	2	5	sup	2	voiceless	usable	76	D	Reversed
Roettger_etal_2014	2	5	wub	2	voiced	usable	104	B	Normal
Roettger_etal_2014	2	5	wup	2	voiceless	usable	86	B	Normal
Roettger_etal_2014	2	5	zeb	2	voiced	usable	65	B	Normal
Roettger_etal_2014	2	5	zep	2	voiceless	usable	83	B	Normal
Roettger_etal_2014	2	5	bleb	3	voiced	usable	71	D	Reversed
Roettger_etal_2014	2	5	blep	3	voiceless	usable	72	D	Reversed
Roettger_etal_2014	2	5	blog	3	voiced	usable	82	B	Normal
Roettger_etal_2014	2	5	blok	3	voiceless	usable	111	B	Normal
Roettger_etal_2014	2	5	dieg	3	voiced	usable	70	B	Normal
Roettger_etal_2014	2	5	diek	3	voiceless	usable	78	B	Normal
Roettger_etal_2014	2	5	dob	3	voiced	usable	110	D	Reversed
Roettger_etal_2014	2	5	dop	3	voiceless	usable	94	D	Reversed
Roettger_etal_2014	2	5	dug	3	voiced	usable	90	B	Normal
Roettger_etal_2014	2	5	duk	3	voiceless	usable	82	B	Normal
Roettger_etal_2014	2	5	fag	3	voiced	usable	134	B	Normal
Roettger_etal_2014	2	5	fak	3	voiceless	usable	120	B	Normal
Roettger_etal_2014	2	5	faub	3	voiced	usable	114	B	Normal
Roettger_etal_2014	2	5	faup	3	voiceless	usable	114	B	Normal
Roettger_etal_2014	2	5	frog	3	voiced	usable	96	D	Reversed
Roettger_etal_2014	2	5	frok	3	voiceless	usable	95	D	Reversed
Roettger_etal_2014	2	5	gag	3	voiced	usable	140	D	Reversed
Roettger_etal_2014	2	5	gak	3	voiceless	usable	144	D	Reversed
Roettger_etal_2014	2	5	gaug	3	voiced	usable	149	D	Reversed
Roettger_etal_2014	2	5	gauk	3	voiceless	usable	131	D	Reversed
Roettger_etal_2014	2	5	gob	3	voiced	usable	98	B	Normal
Roettger_etal_2014	2	5	gop	3	voiceless	usable	107	B	Normal
Roettger_etal_2014	2	5	grieb	3	voiced	usable	NA	B	Normal
Roettger_etal_2014	2	5	griep	3	voiceless	usable	NA	B	Normal
Roettger_etal_2014	2	5	heg	3	voiced	usable	93	B	Normal
Roettger_etal_2014	2	5	hek	3	voiceless	usable	94	B	Normal
Roettger_etal_2014	2	5	klab	3	voiced	usable	109	B	Normal
Roettger_etal_2014	2	5	klap	3	voiceless	usable	99	B	Normal
Roettger_etal_2014	2	5	mieb	3	voiced	usable	84	D	Reversed
Roettger_etal_2014	2	5	miep	3	voiceless	usable	91	D	Reversed
Roettger_etal_2014	2	5	naub	3	voiced	usable	146	D	Reversed
Roettger_etal_2014	2	5	naup	3	voiceless	usable	136	D	Reversed
Roettger_etal_2014	2	5	prug	3	voiced	usable	113	D	Reversed
Roettger_etal_2014	2	5	pruk	3	voiceless	usable	59	D	Reversed
Roettger_etal_2014	2	5	schlab	3	voiced	usable	139	D	Reversed
Roettger_etal_2014	2	5	schlap	3	voiceless	usable	126	D	Reversed
Roettger_etal_2014	2	5	schrieg	3	voiced	usable	75	D	Reversed
Roettger_etal_2014	2	5	schriek	3	voiceless	usable	69	D	Reversed
Roettger_etal_2014	2	5	staug	3	voiced	usable	126	B	Normal
Roettger_etal_2014	2	5	stauk	3	voiceless	usable	111	B	Normal
Roettger_etal_2014	2	5	streg	3	voiced	usable	87	D	Reversed
Roettger_etal_2014	2	5	strek	3	voiceless	usable	58	D	Reversed
Roettger_etal_2014	2	5	sub	3	voiced	usable	74	D	Reversed
Roettger_etal_2014	2	5	sup	3	voiceless	usable	76	D	Reversed
Roettger_etal_2014	2	5	wub	3	voiced	usable	98	B	Normal
Roettger_etal_2014	2	5	wup	3	voiceless	usable	95	B	Normal
Roettger_etal_2014	2	5	zeb	3	voiced	usable	81	B	Normal
Roettger_etal_2014	2	5	zep	3	voiceless	usable	90	B	Normal
Roettger_etal_2014	2	6	baug	1	voiced	usable	150	A	Enhanced
Roettger_etal_2014	2	6	bauk	1	voiceless	usable	139	A	Enhanced
Roettger_etal_2014	2	6	beg	1	voiced	usable	134	A	Enhanced
Roettger_etal_2014	2	6	bek	1	voiceless	usable	122	A	Enhanced
Roettger_etal_2014	2	6	bleb	1	voiced	usable	99	D	Reversed
Roettger_etal_2014	2	6	blep	1	voiceless	usable	117	D	Reversed
Roettger_etal_2014	2	6	blog	1	voiced	usable	114	B	Normal
Roettger_etal_2014	2	6	blok	1	voiceless	usable	100	B	Normal
Roettger_etal_2014	2	6	dab	1	voiced	usable	160	C	Reduced
Roettger_etal_2014	2	6	dag	1	voiced	usable	166	C	Reduced
Roettger_etal_2014	2	6	dak	1	voiceless	usable	144	C	Reduced
Roettger_etal_2014	2	6	dap	1	voiceless	usable	162	C	Reduced
Roettger_etal_2014	2	6	dieg	1	voiced	usable	98	B	Normal
Roettger_etal_2014	2	6	diek	1	voiceless	usable	109	B	Normal
Roettger_etal_2014	2	6	dob	1	voiced	usable	128	D	Reversed
Roettger_etal_2014	2	6	dop	1	voiceless	usable	126	D	Reversed
Roettger_etal_2014	2	6	drub	1	voiced	usable	91	C	Reduced
Roettger_etal_2014	2	6	drup	1	voiceless	usable	88	C	Reduced
Roettger_etal_2014	2	6	dug	1	voiced	usable	84	B	Normal
Roettger_etal_2014	2	6	duk	1	voiceless	usable	91	B	Normal
Roettger_etal_2014	2	6	fag	1	voiced	usable	156	B	Normal
Roettger_etal_2014	2	6	fak	1	voiceless	usable	136	B	Normal
Roettger_etal_2014	2	6	faub	1	voiced	usable	114	B	Normal
Roettger_etal_2014	2	6	faup	1	voiceless	usable	132	B	Normal
Roettger_etal_2014	2	6	flab	1	voiced	usable	125	A	Enhanced
Roettger_etal_2014	2	6	flap	1	voiceless	usable	132	A	Enhanced
Roettger_etal_2014	2	6	fleb	1	voiced	usable	99	C	Reduced
Roettger_etal_2014	2	6	flep	1	voiceless	usable	116	C	Reduced
Roettger_etal_2014	2	6	freb	1	voiced	usable	116	A	Enhanced
Roettger_etal_2014	2	6	frep	1	voiceless	usable	121	A	Enhanced
Roettger_etal_2014	2	6	frob	1	voiced	usable	110	C	Reduced
Roettger_etal_2014	2	6	frog	1	voiced	usable	94	D	Reversed
Roettger_etal_2014	2	6	frok	1	voiceless	usable	98	D	Reversed
Roettger_etal_2014	2	6	frop	1	voiceless	usable	76	C	Reduced
Roettger_etal_2014	2	6	frub	1	voiced	usable	91	A	Enhanced
Roettger_etal_2014	2	6	frup	1	voiceless	usable	81	A	Enhanced
Roettger_etal_2014	2	6	gag	1	voiced	usable	189	D	Reversed
Roettger_etal_2014	2	6	gak	1	voiceless	usable	169	D	Reversed
Roettger_etal_2014	2	6	gaub	1	voiced	usable	162	C	Reduced
Roettger_etal_2014	2	6	gaug	1	voiced	usable	185	D	Reversed
Roettger_etal_2014	2	6	gauk	1	voiceless	usable	146	D	Reversed
Roettger_etal_2014	2	6	gaup	1	voiceless	usable	158	C	Reduced
Roettger_etal_2014	2	6	gleg	1	voiced	usable	128	C	Reduced
Roettger_etal_2014	2	6	glek	1	voiceless	usable	98	C	Reduced
Roettger_etal_2014	2	6	glieb	1	voiced	usable	102	C	Reduced
Roettger_etal_2014	2	6	gliep	1	voiceless	usable	96	C	Reduced
Roettger_etal_2014	2	6	gob	1	voiced	usable	121	B	Normal
Roettger_etal_2014	2	6	gop	1	voiceless	usable	126	B	Normal
Roettger_etal_2014	2	6	grieb	1	voiced	usable	156	B	Normal
Roettger_etal_2014	2	6	griep	1	voiceless	usable	142	B	Normal
Roettger_etal_2014	2	6	heg	1	voiced	usable	NA	B	Normal
Roettger_etal_2014	2	6	hek	1	voiceless	usable	NA	B	Normal
Roettger_etal_2014	2	6	klab	1	voiced	usable	118	B	Normal
Roettger_etal_2014	2	6	klap	1	voiceless	usable	143	B	Normal
Roettger_etal_2014	2	6	krob	1	voiced	usable	110	A	Enhanced
Roettger_etal_2014	2	6	krop	1	voiceless	usable	86	A	Enhanced
Roettger_etal_2014	2	6	mieb	1	voiced	usable	89	D	Reversed
Roettger_etal_2014	2	6	miep	1	voiceless	usable	91	D	Reversed
Roettger_etal_2014	2	6	naub	1	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	6	naug	1	voiced	usable	168	C	Reduced
Roettger_etal_2014	2	6	nauk	1	voiceless	usable	139	C	Reduced
Roettger_etal_2014	2	6	naup	1	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	6	nug	1	voiced	usable	86	A	Enhanced
Roettger_etal_2014	2	6	nuk	1	voiceless	usable	107	A	Enhanced
Roettger_etal_2014	2	6	prieg	1	voiced	usable	99	A	Enhanced
Roettger_etal_2014	2	6	priek	1	voiceless	usable	80	A	Enhanced
Roettger_etal_2014	2	6	prug	1	voiced	usable	79	D	Reversed
Roettger_etal_2014	2	6	pruk	1	voiceless	usable	79	D	Reversed
Roettger_etal_2014	2	6	rog	1	voiced	usable	118	C	Reduced
Roettger_etal_2014	2	6	rok	1	voiceless	usable	107	C	Reduced
Roettger_etal_2014	2	6	schlab	1	voiced	usable	149	D	Reversed
Roettger_etal_2014	2	6	schlap	1	voiceless	usable	126	D	Reversed
Roettger_etal_2014	2	6	schmaub	1	voiced	usable	131	A	Enhanced
Roettger_etal_2014	2	6	schmaup	1	voiceless	usable	113	A	Enhanced
Roettger_etal_2014	2	6	schrieg	1	voiced	usable	88	D	Reversed
Roettger_etal_2014	2	6	schriek	1	voiceless	usable	75	D	Reversed
Roettger_etal_2014	2	6	schug	1	voiced	usable	61	C	Reduced
Roettger_etal_2014	2	6	schuk	1	voiceless	usable	68	C	Reduced
Roettger_etal_2014	2	6	spag	1	voiced	usable	156	A	Enhanced
Roettger_etal_2014	2	6	spak	1	voiceless	usable	160	A	Enhanced
Roettger_etal_2014	2	6	staug	1	voiced	usable	136	B	Normal
Roettger_etal_2014	2	6	stauk	1	voiceless	usable	131	B	Normal
Roettger_etal_2014	2	6	streg	1	voiced	usable	109	D	Reversed
Roettger_etal_2014	2	6	strek	1	voiceless	usable	104	D	Reversed
Roettger_etal_2014	2	6	sub	1	voiced	usable	107	D	Reversed
Roettger_etal_2014	2	6	sup	1	voiceless	usable	97	D	Reversed
Roettger_etal_2014	2	6	trieg	1	voiced	usable	90	C	Reduced
Roettger_etal_2014	2	6	triek	1	voiceless	usable	92	C	Reduced
Roettger_etal_2014	2	6	wieb	1	voiced	usable	85	A	Enhanced
Roettger_etal_2014	2	6	wiep	1	voiceless	usable	105	A	Enhanced
Roettger_etal_2014	2	6	wub	1	voiced	usable	72	B	Normal
Roettger_etal_2014	2	6	wug	1	voiced	usable	86	A	Enhanced
Roettger_etal_2014	2	6	wuk	1	voiceless	usable	81	A	Enhanced
Roettger_etal_2014	2	6	wup	1	voiceless	usable	79	B	Normal
Roettger_etal_2014	2	6	zeb	1	voiced	usable	132	B	Normal
Roettger_etal_2014	2	6	zep	1	voiceless	usable	95	B	Normal
Roettger_etal_2014	2	6	bleb	2	voiced	usable	91	D	Reversed
Roettger_etal_2014	2	6	blep	2	voiceless	usable	97	D	Reversed
Roettger_etal_2014	2	6	blog	2	voiced	usable	114	B	Normal
Roettger_etal_2014	2	6	blok	2	voiceless	usable	95	B	Normal
Roettger_etal_2014	2	6	dieg	2	voiced	usable	118	B	Normal
Roettger_etal_2014	2	6	diek	2	voiceless	usable	83	B	Normal
Roettger_etal_2014	2	6	dob	2	voiced	usable	136	D	Reversed
Roettger_etal_2014	2	6	dop	2	voiceless	usable	115	D	Reversed
Roettger_etal_2014	2	6	dug	2	voiced	usable	108	B	Normal
Roettger_etal_2014	2	6	duk	2	voiceless	usable	96	B	Normal
Roettger_etal_2014	2	6	fag	2	voiced	usable	145	B	Normal
Roettger_etal_2014	2	6	fak	2	voiceless	usable	159	B	Normal
Roettger_etal_2014	2	6	faub	2	voiced	usable	129	B	Normal
Roettger_etal_2014	2	6	faup	2	voiceless	usable	127	B	Normal
Roettger_etal_2014	2	6	frog	2	voiced	usable	98	D	Reversed
Roettger_etal_2014	2	6	frok	2	voiceless	usable	95	D	Reversed
Roettger_etal_2014	2	6	gag	2	voiced	usable	161	D	Reversed
Roettger_etal_2014	2	6	gak	2	voiceless	usable	180	D	Reversed
Roettger_etal_2014	2	6	gaug	2	voiced	usable	167	D	Reversed
Roettger_etal_2014	2	6	gauk	2	voiceless	usable	151	D	Reversed
Roettger_etal_2014	2	6	gob	2	voiced	usable	109	B	Normal
Roettger_etal_2014	2	6	gop	2	voiceless	usable	115	B	Normal
Roettger_etal_2014	2	6	grieb	2	voiced	usable	119	B	Normal
Roettger_etal_2014	2	6	griep	2	voiceless	usable	104	B	Normal
Roettger_etal_2014	2	6	heg	2	voiced	usable	105	B	Normal
Roettger_etal_2014	2	6	hek	2	voiceless	usable	93	B	Normal
Roettger_etal_2014	2	6	klab	2	voiced	usable	136	B	Normal
Roettger_etal_2014	2	6	klap	2	voiceless	usable	116	B	Normal
Roettger_etal_2014	2	6	mieb	2	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	6	miep	2	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	6	naub	2	voiced	usable	162	D	Reversed
Roettger_etal_2014	2	6	naup	2	voiceless	usable	142	D	Reversed
Roettger_etal_2014	2	6	prug	2	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	6	pruk	2	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	6	schlab	2	voiced	usable	117	D	Reversed
Roettger_etal_2014	2	6	schlap	2	voiceless	usable	116	D	Reversed
Roettger_etal_2014	2	6	schrieg	2	voiced	usable	114	D	Reversed
Roettger_etal_2014	2	6	schriek	2	voiceless	usable	102	D	Reversed
Roettger_etal_2014	2	6	staug	2	voiced	usable	136	B	Normal
Roettger_etal_2014	2	6	stauk	2	voiceless	usable	131	B	Normal
Roettger_etal_2014	2	6	streg	2	voiced	usable	111	D	Reversed
Roettger_etal_2014	2	6	strek	2	voiceless	usable	118	D	Reversed
Roettger_etal_2014	2	6	sub	2	voiced	usable	92	D	Reversed
Roettger_etal_2014	2	6	sup	2	voiceless	usable	79	D	Reversed
Roettger_etal_2014	2	6	wub	2	voiced	usable	98	B	Normal
Roettger_etal_2014	2	6	wup	2	voiceless	usable	106	B	Normal
Roettger_etal_2014	2	6	zeb	2	voiced	usable	125	B	Normal
Roettger_etal_2014	2	6	zep	2	voiceless	usable	106	B	Normal
Roettger_etal_2014	2	6	bleb	3	voiced	usable	96	D	Reversed
Roettger_etal_2014	2	6	blep	3	voiceless	usable	110	D	Reversed
Roettger_etal_2014	2	6	blog	3	voiced	usable	105	B	Normal
Roettger_etal_2014	2	6	blok	3	voiceless	usable	118	B	Normal
Roettger_etal_2014	2	6	dieg	3	voiced	usable	85	B	Normal
Roettger_etal_2014	2	6	diek	3	voiceless	usable	97	B	Normal
Roettger_etal_2014	2	6	dob	3	voiced	usable	133	D	Reversed
Roettger_etal_2014	2	6	dop	3	voiceless	usable	134	D	Reversed
Roettger_etal_2014	2	6	dug	3	voiced	usable	144	B	Normal
Roettger_etal_2014	2	6	duk	3	voiceless	usable	98	B	Normal
Roettger_etal_2014	2	6	fag	3	voiced	usable	173	B	Normal
Roettger_etal_2014	2	6	fak	3	voiceless	usable	142	B	Normal
Roettger_etal_2014	2	6	faub	3	voiced	usable	137	B	Normal
Roettger_etal_2014	2	6	faup	3	voiceless	usable	111	B	Normal
Roettger_etal_2014	2	6	frog	3	voiced	usable	113	D	Reversed
Roettger_etal_2014	2	6	frok	3	voiceless	usable	109	D	Reversed
Roettger_etal_2014	2	6	gag	3	voiced	usable	157	D	Reversed
Roettger_etal_2014	2	6	gak	3	voiceless	usable	203	D	Reversed
Roettger_etal_2014	2	6	gaug	3	voiced	usable	167	D	Reversed
Roettger_etal_2014	2	6	gauk	3	voiceless	usable	166	D	Reversed
Roettger_etal_2014	2	6	gob	3	voiced	usable	143	B	Normal
Roettger_etal_2014	2	6	gop	3	voiceless	usable	131	B	Normal
Roettger_etal_2014	2	6	grieb	3	voiced	usable	108	B	Normal
Roettger_etal_2014	2	6	griep	3	voiceless	usable	107	B	Normal
Roettger_etal_2014	2	6	heg	3	voiced	usable	101	B	Normal
Roettger_etal_2014	2	6	hek	3	voiceless	usable	116	B	Normal
Roettger_etal_2014	2	6	klab	3	voiced	usable	131	B	Normal
Roettger_etal_2014	2	6	klap	3	voiceless	usable	139	B	Normal
Roettger_etal_2014	2	6	mieb	3	voiced	usable	NA	D	Reversed
Roettger_etal_2014	2	6	miep	3	voiceless	usable	NA	D	Reversed
Roettger_etal_2014	2	6	naub	3	voiced	usable	147	D	Reversed
Roettger_etal_2014	2	6	naup	3	voiceless	usable	145	D	Reversed
Roettger_etal_2014	2	6	prug	3	voiced	usable	73	D	Reversed
Roettger_etal_2014	2	6	pruk	3	voiceless	usable	78	D	Reversed
Roettger_etal_2014	2	6	schlab	3	voiced	usable	123	D	Reversed
Roettger_etal_2014	2	6	schlap	3	voiceless	usable	124	D	Reversed
Roettger_etal_2014	2	6	schrieg	3	voiced	usable	94	D	Reversed
Roettger_etal_2014	2	6	schriek	3	voiceless	usable	112	D	Reversed
Roettger_etal_2014	2	6	staug	3	voiced	usable	141	B	Normal
Roettger_etal_2014	2	6	stauk	3	voiceless	usable	147	B	Normal
Roettger_etal_2014	2	6	streg	3	voiced	usable	117	D	Reversed
