publication	population	subject	target	stimspk	pair	stimtype	stopp	place	voicing	vowel	acoustic_cue	dur
Grawunder_2014	Austrian German	TF09	Froge	F1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TM05	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	164
Grawunder_2014	Austrian German	TM05	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	143
Grawunder_2014	Austrian German	TM06	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	149
Grawunder_2014	Austrian German	TM06	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	212
Grawunder_2014	Austrian German	TM07	Froge	M1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	133
Grawunder_2014	Austrian German	TM07	Froke	M1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TM08	Froge	F1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	120
Grawunder_2014	Austrian German	TM08	Froke	F1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	112
Grawunder_2014	Austrian German	TM09	Froke	F1	P15	Tirol	k	velar	voiceless	o	preceding vowel duration in ms	169
Grawunder_2014	Austrian German	TM09	Froge	F1	P15	Tirol	g	velar	voiced	o	preceding vowel duration in ms	170
Grawunder_2014	German	SF01	Frate	F1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	137
Grawunder_2014	German	SF01	Frade	F1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	158
Grawunder_2014	German	SF02	Frade	F1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	145
Grawunder_2014	German	SF02	Frate	F1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	152
Grawunder_2014	German	SF03	Frate	M1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	139
Grawunder_2014	German	SF03	Frade	M1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	166
Grawunder_2014	German	SF06	Frade	F1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	149
Grawunder_2014	German	SF06	Frate	F1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	103
Grawunder_2014	German	SM01	Frate	M1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	166
Grawunder_2014	German	SM01	Frade	M1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	241
Grawunder_2014	German	SM02	Frate	M1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	175
Grawunder_2014	German	SM02	Frade	M1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	191
Grawunder_2014	German	SM03	Frade	F1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	186
Grawunder_2014	German	SM03	Frate	F1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	173
Grawunder_2014	German	SM04	Frade	M1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	170
Grawunder_2014	German	SM04	Frate	M1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	111
Grawunder_2014	German	SM10	Frade	F1	P16	Standard	d	alveo	voiced	a	preceding vowel duration in ms	269
Grawunder_2014	German	SM10	Frate	F1	P16	Standard	t	alveo	voiceless	a	preceding vowel duration in ms	214
Grawunder_2014	Austrian German	TF04	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	199
Grawunder_2014	Austrian German	TF04	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	197
Grawunder_2014	Austrian German	TF05	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	206
Grawunder_2014	Austrian German	TF05	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	188
Grawunder_2014	Austrian German	TF08	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	155
Grawunder_2014	Austrian German	TF08	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	143
Grawunder_2014	Austrian German	TF09	Frate	F1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	193
Grawunder_2014	Austrian German	TF09	Frade	F1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	202
Grawunder_2014	Austrian German	TM05	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	188
Grawunder_2014	Austrian German	TM05	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	184
Grawunder_2014	Austrian German	TM06	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	211
Grawunder_2014	Austrian German	TM06	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	205
Grawunder_2014	Austrian German	TM07	Frate	M1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	198
Grawunder_2014	Austrian German	TM07	Frade	M1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	232
Grawunder_2014	Austrian German	TM08	Frate	F1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	158
Grawunder_2014	Austrian German	TM08	Frade	F1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	126
Grawunder_2014	Austrian German	TM09	Frade	F1	P16	Tirol	d	alveo	voiced	a	preceding vowel duration in ms	239
Grawunder_2014	Austrian German	TM09	Frate	F1	P16	Tirol	t	alveo	voiceless	a	preceding vowel duration in ms	214
Grawunder_2014	German	SF01	Priege	M1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	109
Grawunder_2014	German	SF01	Prieke	M1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	108
Grawunder_2014	German	SF02	Priege	M1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	83
Grawunder_2014	German	SF02	Prieke	M1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	88
Grawunder_2014	German	SF03	Prieke	F1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	76
Grawunder_2014	German	SF03	Priege	F1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	112
Grawunder_2014	German	SF06	Prieke	M1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	88
Grawunder_2014	German	SF06	Priege	M1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	66
Grawunder_2014	German	SM01	Priege	F1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	133
Grawunder_2014	German	SM01	Prieke	F1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	114
Grawunder_2014	German	SM02	Prieke	F1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	101
Grawunder_2014	German	SM02	Priege	F1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	121
Grawunder_2014	German	SM03	Priege	M1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	143
Grawunder_2014	German	SM03	Prieke	M1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	110
Grawunder_2014	German	SM04	Prieke	F1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	76
Grawunder_2014	German	SM04	Priege	F1	P17	Standard	NA	alveo	voiced	i	preceding vowel duration in ms	82
Grawunder_2014	German	SM10	Priege	M1	P17	Standard	g	velar	voiced	i	preceding vowel duration in ms	138
Grawunder_2014	German	SM10	Prieke	M1	P17	Standard	k	velar	voiceless	i	preceding vowel duration in ms	178
Grawunder_2014	Austrian German	TF04	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	128
Grawunder_2014	Austrian German	TF04	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	163
Grawunder_2014	Austrian German	TF05	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	163
Grawunder_2014	Austrian German	TF05	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	131
Grawunder_2014	Austrian German	TF08	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	97
Grawunder_2014	Austrian German	TF08	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	116
Grawunder_2014	Austrian German	TF09	Priege	M1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TF09	Prieke	M1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TM05	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	106
Grawunder_2014	Austrian German	TM05	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	192
Grawunder_2014	Austrian German	TM06	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	111
Grawunder_2014	Austrian German	TM06	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	102
Grawunder_2014	Austrian German	TM07	Priege	F1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	169
Grawunder_2014	Austrian German	TM07	Prieke	F1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	139
Grawunder_2014	Austrian German	TM08	Priege	M1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	108
Grawunder_2014	Austrian German	TM08	Prieke	M1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	107
Grawunder_2014	Austrian German	TM09	Prieke	M1	P17	Tirol	k	velar	voiceless	i	preceding vowel duration in ms	153
Grawunder_2014	Austrian German	TM09	Priege	M1	P17	Tirol	g	velar	voiced	i	preceding vowel duration in ms	152
Grawunder_2014	German	SF01	Schuge	M1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	109
Grawunder_2014	German	SF01	Schuke	M1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	93
Grawunder_2014	German	SF02	Schuge	M1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	91
Grawunder_2014	German	SF02	Schuke	M1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	83
Grawunder_2014	German	SF03	Schuge	F1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	77
Grawunder_2014	German	SF03	Schuke	F1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	92
Grawunder_2014	German	SF06	Schuge	M1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	53
Grawunder_2014	German	SF06	Schuke	M1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	46
Grawunder_2014	German	SM01	Schuke	F1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	85
Grawunder_2014	German	SM01	Schuge	F1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	144
Grawunder_2014	German	SM02	Schuke	F1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	69
Grawunder_2014	German	SM02	Schuge	F1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	85
Grawunder_2014	German	SM03	Schuke	M1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	133
Grawunder_2014	German	SM03	Schuge	M1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	160
Grawunder_2014	German	SM04	Schuke	F1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	56
Grawunder_2014	German	SM04	Schuge	F1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	52
Grawunder_2014	German	SM10	Schuge	M1	P18	Standard	g	velar	voiced	u	preceding vowel duration in ms	124
Grawunder_2014	German	SM10	Schuke	M1	P18	Standard	k	velar	voiceless	u	preceding vowel duration in ms	100
Grawunder_2014	Austrian German	TF04	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	97
Grawunder_2014	Austrian German	TF04	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	85
Grawunder_2014	Austrian German	TF05	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	138
Grawunder_2014	Austrian German	TF05	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	106
Grawunder_2014	Austrian German	TF08	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	96
Grawunder_2014	Austrian German	TF08	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	120
Grawunder_2014	Austrian German	TF09	Schuge	M1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TF09	Schuke	M1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	80
Grawunder_2014	Austrian German	TM05	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	133
Grawunder_2014	Austrian German	TM05	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	95
Grawunder_2014	Austrian German	TM06	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	149
Grawunder_2014	Austrian German	TM06	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	95
Grawunder_2014	Austrian German	TM07	Schuge	F1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	144
Grawunder_2014	Austrian German	TM07	Schuke	F1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	105
Grawunder_2014	Austrian German	TM08	Schuke	M1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	101
Grawunder_2014	Austrian German	TM08	Schuge	M1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	113
Grawunder_2014	Austrian German	TM09	Schuge	M1	P18	Tirol	g	velar	voiced	u	preceding vowel duration in ms	137
Grawunder_2014	Austrian German	TM09	Schuke	M1	P18	Tirol	k	velar	voiceless	u	preceding vowel duration in ms	103
Grawunder_2014	German	SF01	Frube	F1	P19	Standard	t	alveo	voiceless	u	preceding vowel duration in ms	112
Grawunder_2014	German	SF01	Frupe	F1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	99
Grawunder_2014	German	SF02	Frupe	F1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	102
Grawunder_2014	German	SF02	Frube	F1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	130
Grawunder_2014	German	SF03	Frupe	M1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	95
Grawunder_2014	German	SF03	Frube	M1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	125
Grawunder_2014	German	SF06	Frupe	F1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	85
Grawunder_2014	German	SF06	Frube	F1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	72
Grawunder_2014	German	SM01	Frube	M1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	128
Grawunder_2014	German	SM01	Frupe	M1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	138
Grawunder_2014	German	SM02	Frube	M1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	135
Grawunder_2014	German	SM02	Frupe	M1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	138
Grawunder_2014	German	SM03	Frupe	F1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	121
Grawunder_2014	German	SM03	Frube	F1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	106
Grawunder_2014	German	SM04	Frupe	M1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	61
Grawunder_2014	German	SM04	Frube	M1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	85
Grawunder_2014	German	SM10	Frube	F1	P19	Standard	b	bilab	voiced	u	preceding vowel duration in ms	134
Grawunder_2014	German	SM10	Frupe	F1	P19	Standard	p	bilab	voiceless	u	preceding vowel duration in ms	196
Grawunder_2014	Austrian German	TF04	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	107
Grawunder_2014	Austrian German	TF04	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	140
Grawunder_2014	Austrian German	TF05	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	159
Grawunder_2014	Austrian German	TF05	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	129
Grawunder_2014	Austrian German	TF08	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	82
Grawunder_2014	Austrian German	TF08	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	116
Grawunder_2014	Austrian German	TF09	Frupe	F1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	98
Grawunder_2014	Austrian German	TF09	Frube	F1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	162
Grawunder_2014	Austrian German	TM05	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	86
Grawunder_2014	Austrian German	TM05	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	152
Grawunder_2014	Austrian German	TM06	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	153
Grawunder_2014	Austrian German	TM06	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	66
Grawunder_2014	Austrian German	TM07	Frupe	M1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	120
Grawunder_2014	Austrian German	TM07	Frube	M1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	135
Grawunder_2014	Austrian German	TM08	Frupe	F1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	103
Grawunder_2014	Austrian German	TM08	Frube	F1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	114
Grawunder_2014	Austrian German	TM09	Frupe	F1	P19	Tirol	p	bilab	voiceless	u	preceding vowel duration in ms	138
Grawunder_2014	Austrian German	TM09	Frube	F1	P19	Tirol	b	bilab	voiced	u	preceding vowel duration in ms	158
Grawunder_2014	German	SF01	Quobe	M1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	114
Grawunder_2014	German	SF01	Quope	M1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	117
Grawunder_2014	German	SF02	Quope	M1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	110
Grawunder_2014	German	SF02	Quobe	M1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	111
Grawunder_2014	German	SF03	Quobe	F1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	102
Grawunder_2014	German	SF03	Quope	F1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	106
Grawunder_2014	German	SF06	Quope	M1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	97
Grawunder_2014	German	SF06	Quobe	M1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	98
Grawunder_2014	German	SM01	Quope	F1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	135
Grawunder_2014	German	SM01	Quobe	F1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	204
Grawunder_2014	German	SM02	Quope	F1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	134
Grawunder_2014	German	SM02	Quobe	F1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	149
Grawunder_2014	German	SM03	Quope	M1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	157
Grawunder_2014	German	SM03	Quobe	M1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	154
Grawunder_2014	German	SM04	Quobe	F1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	105
Grawunder_2014	German	SM04	Quope	F1	P2	Standard	NA	velar	voiceless	o	preceding vowel duration in ms	121
Grawunder_2014	German	SM10	Quope	M1	P2	Standard	p	bilab	voiceless	o	preceding vowel duration in ms	141
Grawunder_2014	German	SM10	Quobe	M1	P2	Standard	b	bilab	voiced	o	preceding vowel duration in ms	154
Grawunder_2014	Austrian German	TF04	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	168
Grawunder_2014	Austrian German	TF04	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	151
Grawunder_2014	Austrian German	TF05	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	161
Grawunder_2014	Austrian German	TF05	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	156
Grawunder_2014	Austrian German	TF08	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	122
Grawunder_2014	Austrian German	TF08	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	141
Grawunder_2014	Austrian German	TF09	Quope	M1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	174
Grawunder_2014	Austrian German	TF09	Quobe	M1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TM05	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	133
Grawunder_2014	Austrian German	TM05	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	160
Grawunder_2014	Austrian German	TM06	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	107
Grawunder_2014	Austrian German	TM06	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	165
Grawunder_2014	Austrian German	TM07	Quope	F1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	119
Grawunder_2014	Austrian German	TM07	Quobe	F1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	147
Grawunder_2014	Austrian German	TM08	Quope	M1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	77
Grawunder_2014	Austrian German	TM08	Quobe	M1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	124
Grawunder_2014	Austrian German	TM09	Quope	M1	P2	Tirol	p	bilab	voiceless	o	preceding vowel duration in ms	146
Grawunder_2014	Austrian German	TM09	Quobe	M1	P2	Tirol	b	bilab	voiced	o	preceding vowel duration in ms	177
Grawunder_2014	German	SF01	Griede	F1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	125
Grawunder_2014	German	SF01	Griete	F1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	106
Grawunder_2014	German	SF02	Griede	F1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	127
Grawunder_2014	German	SF02	Griete	F1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	103
Grawunder_2014	German	SF03	Griete	M1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	123
Grawunder_2014	German	SF03	Griede	M1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	136
Grawunder_2014	German	SF06	Griede	F1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	73
Grawunder_2014	German	SF06	Griete	F1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	74
Grawunder_2014	German	SM01	Griede	M1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	178
Grawunder_2014	German	SM01	Griete	M1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	196
Grawunder_2014	German	SM02	Griete	M1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	147
Grawunder_2014	German	SM02	Griede	M1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	197
Grawunder_2014	German	SM03	Griete	F1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	141
Grawunder_2014	German	SM03	Griede	F1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	146
Grawunder_2014	German	SM04	Griete	M1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	101
Grawunder_2014	German	SM04	Griede	M1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	126
Grawunder_2014	German	SM10	Griete	F1	P20	Standard	t	alveo	voiceless	i	preceding vowel duration in ms	194
Grawunder_2014	German	SM10	Griede	F1	P20	Standard	d	alveo	voiced	i	preceding vowel duration in ms	174
Grawunder_2014	Austrian German	TF04	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	148
Grawunder_2014	Austrian German	TF04	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	171
Grawunder_2014	Austrian German	TF05	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	176
Grawunder_2014	Austrian German	TF05	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	157
Grawunder_2014	Austrian German	TF08	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	117
Grawunder_2014	Austrian German	TF08	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	147
Grawunder_2014	Austrian German	TF09	Griete	F1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	164
Grawunder_2014	Austrian German	TF09	Griede	F1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	161
Grawunder_2014	Austrian German	TM05	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	192
Grawunder_2014	Austrian German	TM05	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	151
Grawunder_2014	Austrian German	TM06	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	152
Grawunder_2014	Austrian German	TM06	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	146
Grawunder_2014	Austrian German	TM07	Griede	M1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	234
Grawunder_2014	Austrian German	TM07	Griete	M1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	199
Grawunder_2014	Austrian German	TM08	Griete	F1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	97
Grawunder_2014	Austrian German	TM08	Griede	F1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	127
Grawunder_2014	Austrian German	TM09	Griede	F1	P20	Tirol	d	alveo	voiced	i	preceding vowel duration in ms	206
Grawunder_2014	Austrian German	TM09	Griete	F1	P20	Tirol	t	alveo	voiceless	i	preceding vowel duration in ms	183
Grawunder_2014	German	SF01	Schmaube	M1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	149
Grawunder_2014	German	SF01	Schmaupe	M1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	132
Grawunder_2014	German	SF02	Schmaube	M1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	122
Grawunder_2014	German	SF02	Schmaupe	M1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	135
Grawunder_2014	German	SF03	Schmaube	F1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	185
Grawunder_2014	German	SF03	Schmaupe	F1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	138
Grawunder_2014	German	SF06	Schmaupe	M1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	122
Grawunder_2014	German	SF06	Schmaube	M1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	145
Grawunder_2014	German	SM01	Schmaube	F1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	152
Grawunder_2014	German	SM01	Schmaupe	F1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	130
Grawunder_2014	German	SM02	Schmaupe	F1	P21	Standard	p	bilab	voiceless	au	preceding vowel duration in ms	161
Grawunder_2014	German	SM02	Schmaube	F1	P21	Standard	b	bilab	voiced	au	preceding vowel duration in ms	182
