subject,item,item_singular,voicing,item_pair,order,vowel,stop,place,utterancelength,accent_type,prosodic_boundary,norming_voiceless_count,norming_schwa_total,norming_schwa_pure,usable,item_vowel_dur,dur,comment
12,quope,quop,voiceless,21,7+0i,o,p,labial,1.648,nuclear,yes,1,2,2,usable,146.96,139.934042,
12,mube,mub,voiced,17,10+0i,u,b,labial,1.56,prenuclear,no,1,4,4,usable,190.24,155.334955,
12,schuke,schuk,voiceless,23,11+0i,u,k,velar,1.584,prenuclear,no,1,3,3,usable,113.14,107.906321,
12,gaude,gaud,voiced,15,14+0i,au,d,alveolar,1.56,prenuclear,no,0,3,3,usable,213.2,224.698296,
12,pruke,pruk,voiceless,19,15+0i,u,k,velar,1.576,prenuclear,no,1,3,3,usable,92.5,100.003766,
12,stauge,staug,voiced,24,17+0i,au,g,velar,1.736,nuclear,yes,0,3,3,usable,169.76,230.705606,
12,flape,flap,voiceless,13,29+0i,a,p,labial,1.672,nuclear,yes,0,5,5,usable,109.48,178.250595,
12,roke,rok,voiceless,22,30+0i,o,k,velar,1.832,nuclear,yes,1,2,2,usable,155.85,191.054606,
12,frube,frub,voiced,14,33+0i,u,b,labial,1.568,prenuclear,no,0,3,3,usable,126.51,114.182741,
12,quade,quad,voiced,20,35+0i,a,d,alveolar,1.616,nuclear,yes,1,3,3,usable,190.37,198.568653,
12,drute,drut,voiceless,2,43+0i,u,t,alveolar,1.592,prenuclear,no,0,2,2,usable,111.7,140.611195,
12,wiebe,wieb,voiced,12,53+0i,i,b,labial,1.592,nuclear,yes,0,4,4,usable,115.02,148.176983,
12,schmaupe,schmaup,voiceless,10,54+0i,au,p,labial,1.624,prenuclear,no,0,3,3,usable,155.18,173.410324,
12,gobe,gob,voiced,6,56+0i,o,b,labial,1.392,prenuclear,no,1,3,3,usable,153.2,136.193091,
12,griede,gried,voiced,7,57+0i,i,d,alveolar,1.448,prenuclear,no,0,5,5,usable,116.35,134.540221,
12,gage,gag,voiced,5,62+0i,a,g,velar,1.536,nuclear,yes,1,4,4,usable,220.77,226.896373,
12,blote,blot,voiceless,1,64+0i,o,t,alveolar,1.656,nuclear,yes,2,2,2,not_usable,153.82,177.881876,hesitation after EIN
12,nauge,naug,voiced,9,65+0i,au,g,velar,1.648,nuclear,yes,0,4,4,usable,206.35,225.84597,
12,froke,frok,voiceless,4,68+0i,o,k,velar,1.656,nuclear,yes,1,2,2,usable,131.4,169.798418,
12,klape,klap,voiceless,8,69+0i,a,p,labial,1.696,nuclear,yes,1,2,2,usable,152.21,168.011423,
12,frade,frad,voiced,3,71+0i,a,d,alveolar,1.856,nuclear,yes,1,3,3,usable,198.19,186.751984,
12,quobe,quob,voiced,21,78+0i,o,b,labial,1.44,prenuclear,no,0,3,3,usable,145.83,126.713985,NO RELEASE; PF
12,roge,rog,voiced,22,82+0i,o,g,velar,1.456,prenuclear,no,0,4,4,usable,167.1,162.605117,
12,schuge,schug,voiced,23,83+0i,u,g,velar,1.56,prenuclear,no,0,4,4,usable,153.12,119.265686,
12,stauke,stauk,voiceless,24,87+0i,au,k,velar,2.064,prenuclear,no,0,2,2,not_usable,160.21,195.937475,hesitation after EIN
12,gaute,gaut,voiceless,15,88+0i,au,t,alveolar,1.536,prenuclear,no,0,4,4,usable,164.88,196.022976,
12,frupe,frup,voiceless,14,92+0i,u,p,labial,1.72,nuclear,yes,1,3,3,usable,100.5,103.204937,
12,pruge,prug,voiced,19,94+0i,u,g,velar,1.504,prenuclear,no,0,3,3,usable,140.88,114.783305,
12,flabe,flab,voiced,13,95+0i,a,b,labial,1.624,prenuclear,no,1,3,3,usable,181.37,195.257021,PF
12,quate,quat,voiceless,20,101+0i,a,t,alveolar,1.768,prenuclear,no,1,2,2,usable,164.52,197.815399,
12,mupe,mup,voiceless,17,105+0i,u,p,labial,1.496,prenuclear,no,1,1,1,usable,155.68,120.948075,
12,frate,frat,voiceless,3,109+0i,a,t,alveolar,1.464,prenuclear,no,0,4,4,usable,144.68,169.487938,
12,schmaube,schmaub,voiced,10,112+0i,au,b,labial,1.576,prenuclear,no,0,3,3,usable,178.34,158.056214,PF
12,gake,gak,voiceless,5,117+0i,a,k,velar,1.464,prenuclear,no,1,3,3,usable,195.59,211.345284,
12,froge,frog,voiced,4,118+0i,o,g,velar,1.536,prenuclear,no,1,2,2,usable,171.49,150.532383,
12,schriege,schrieg,voiced,11,120+0i,i,g,velar,1.52,prenuclear,no,0,5,5,usable,143.52,136.934322,
12,wiepe,wiep,voiceless,12,123+0i,i,p,labial,1.48,prenuclear,no,2,3,3,usable,102.1,111.763888,
12,blode,blod,voiced,1,130+0i,o,d,alveolar,1.6,prenuclear,no,2,2,2,usable,162.92,157.412734,
12,griete,griet,voiceless,7,134+0i,i,t,alveolar,1.584,prenuclear,no,1,4,4,usable,102.61,131.461013,
12,klabe,klab,voiced,8,135+0i,a,b,labial,1.616,prenuclear,no,1,2,2,usable,157.49,162.668276,
12,gope,gop,voiceless,6,136+0i,o,p,labial,1.52,prenuclear,no,0,3,3,usable,120.77,150.540424,
12,nauke,nauk,voiceless,9,138+0i,au,k,velar,1.688,nuclear,yes,0,4,4,usable,160.76,227.186793,
12,drude,drud,voiced,2,142+0i,u,d,alveolar,1.584,prenuclear,no,0,3,3,usable,157.96,118.514937,
13,flape,flap,voiceless,13,3+0i,a,p,labial,1.76,prenuclear,no,0,5,5,usable,109.48,242.559307,target lengthened
13,quade,quad,voiced,20,4+0i,a,d,alveolar,1.688,prenuclear,no,1,3,3,usable,190.37,268.448634,target lengthened?
13,quope,quop,voiceless,21,5+0i,o,p,labial,1.632,prenuclear,no,1,2,2,usable,146.96,185.438442,
13,stauge,staug,voiced,24,9+0i,au,g,velar,1.6,prenuclear,no,0,3,3,usable,169.76,186.950301,
13,pruke,pruk,voiceless,19,14+0i,u,k,velar,1.68,prenuclear,no,1,3,3,usable,92.5,121.160052,
13,frube,frub,voiced,14,16+0i,u,b,labial,1.696,prenuclear,no,0,3,3,usable,126.51,173.544234,
13,priege,prieg,voiced,18,21+0i,i,g,velar,1.656,prenuclear,no,0,5,5,not_usable,142.02,171.620377,VQ e
13,roke,rok,voiceless,22,22+0i,o,k,velar,1.664,prenuclear,no,1,2,2,usable,155.85,173.600144,
13,mube,mub,voiced,17,26+0i,u,b,labial,1.664,prenuclear,no,1,4,4,usable,190.24,129.787305,
13,schuke,schuk,voiceless,23,28+0i,u,k,velar,1.648,prenuclear,no,1,3,3,usable,113.14,120.598427,
13,jiete,jiet,voiceless,16,32+0i,i,t,alveolar,1.544,prenuclear,no,2,3,3,usable,140.71,161.721695,
13,gaude,gaud,voiced,15,34+0i,au,d,alveolar,1.496,prenuclear,no,0,3,3,usable,213.2,234.944788,
13,gake,gak,voiceless,5,37+0i,a,k,velar,1.68,prenuclear,no,1,3,3,usable,195.59,269.465491,
13,klabe,klab,voiced,8,39+0i,a,b,labial,1.552,prenuclear,no,1,2,2,usable,157.49,240.695579,
13,blode,blod,voiced,1,40+0i,o,d,alveolar,1.512,prenuclear,no,2,2,2,usable,162.92,202.25198,
13,wiepe,wiep,voiceless,12,43+0i,i,p,labial,1.448,prenuclear,no,2,3,3,usable,102.1,106.321743,
13,schmaube,schmaub,voiced,10,52+0i,au,b,labial,1.44,prenuclear,no,0,3,3,usable,178.34,163.698793,
13,griete,griet,voiceless,7,53+0i,i,t,alveolar,1.416,prenuclear,no,1,4,4,usable,102.61,132.661934,
13,frate,frat,voiceless,3,55+0i,a,t,alveolar,1.624,prenuclear,no,0,4,4,usable,144.68,244.706768,target lengthened?
13,froge,frog,voiced,4,58+0i,o,g,velar,1.568,prenuclear,no,1,2,2,usable,171.49,177.791769,
13,nauke,nauk,voiceless,9,61+0i,au,k,velar,1.496,prenuclear,no,0,4,4,usable,160.76,230.392065,
13,gope,gop,voiceless,6,63+0i,o,p,labial,1.536,prenuclear,no,0,3,3,usable,120.77,153.54356,sounds english ou
13,schriege,schrieg,voiced,11,64+0i,i,g,velar,1.488,nuclear,no,0,5,5,usable,143.52,112.545213,
13,drude,drud,voiced,2,66+0i,u,d,alveolar,1.544,prenuclear,no,0,3,3,usable,157.96,172.233325,
13,gaute,gaut,voiceless,15,77+0i,au,t,alveolar,1.528,prenuclear,no,0,4,4,usable,164.88,231.288357,
13,frupe,frup,voiceless,14,78+0i,u,p,labial,1.648,prenuclear,no,1,3,3,usable,100.5,163.214522,
13,flabe,flab,voiced,13,81+0i,a,b,labial,1.656,prenuclear,no,1,3,3,usable,181.37,219.455951,
13,quobe,quob,voiced,21,82+0i,o,b,labial,1.656,prenuclear,no,0,3,3,usable,145.83,192.447976,
13,roge,rog,voiced,22,84+0i,o,g,velar,1.696,prenuclear,no,0,4,4,usable,167.1,189.201227,
13,stauke,stauk,voiceless,24,85+0i,au,k,velar,1.544,prenuclear,no,0,2,2,usable,160.21,210.530907,
13,mupe,mup,voiceless,17,90+0i,u,p,labial,1.544,prenuclear,no,1,1,1,usable,155.68,144.446558,
13,jiede,jied,voiced,16,92+0i,i,d,alveolar,1.624,prenuclear,no,0,5,5,not_usable,151.45,213.514836,VQ e; lenthened target
13,pruge,prug,voiced,19,97+0i,u,g,velar,1.616,prenuclear,no,0,3,3,usable,140.88,194.043135,
13,schuge,schug,voiced,23,99+0i,u,g,velar,1.56,prenuclear,no,0,4,4,usable,153.12,142.71442,
13,prieke,priek,voiceless,18,103+0i,i,k,velar,1.608,prenuclear,no,1,3,3,not_usable,114.28,139.805151,VQ e; [plek]
13,quate,quat,voiceless,20,108+0i,a,t,alveolar,1.552,prenuclear,no,1,2,2,usable,164.52,232.815829,
13,schmaupe,schmaup,voiceless,10,109+0i,au,p,labial,1.648,prenuclear,no,0,3,3,usable,155.18,192.409308,
13,blote,blot,voiceless,1,114+0i,o,t,alveolar,1.472,prenuclear,no,2,2,2,not_usable,153.82,184.023194,sounds english ou
13,wiebe,wieb,voiced,12,122+0i,i,b,labial,1.472,prenuclear,no,0,4,4,usable,115.02,113.494857,NO RELEASE
13,drute,drut,voiceless,2,124+0i,u,t,alveolar,1.512,prenuclear,no,0,2,2,usable,111.7,110.395575,
13,frade,frad,voiced,3,127+0i,a,d,alveolar,1.512,prenuclear,no,1,3,3,usable,198.19,210.267881,flapped R
13,gage,gag,voiced,5,129+0i,a,g,velar,1.616,prenuclear,no,1,4,4,usable,220.77,254.574444,
13,griede,gried,voiced,7,130+0i,i,d,alveolar,1.456,prenuclear,no,0,5,5,usable,116.35,136.924026,flapped R
13,nauge,naug,voiced,9,132+0i,au,g,velar,1.544,prenuclear,no,0,4,4,usable,206.35,225.882315,
13,schrieke,schriek,voiceless,11,135+0i,i,k,velar,1.568,prenuclear,no,1,3,3,usable,124.84,146.512138,
13,klape,klap,voiceless,8,141+0i,a,p,labial,1.728,prenuclear,no,1,2,2,usable,152.21,228.258654,
13,gobe,gob,voiced,6,144+0i,o,b,labial,1.672,prenuclear,no,1,3,3,not_usable,153.2,175.189705,sounds english ou
