publication	class	subject	Item	voicing	pair	dur
Baer_Henney_unpublished_2017	tut4	SaDi	labial-voiceless-9-o	voiceless	labial_o	0.130355772
Baer_Henney_unpublished_2017	tut4	AnSt	labial-voiceless-9-o	voiceless	labial_o	0.115200643
Baer_Henney_unpublished_2017	tut4	KiZe	labial-voiceless-9-o	voiceless	labial_o	0.161172887
Baer_Henney_unpublished_2017	tut4	YoVo	labial-voiceless-9-o	voiceless	labial_o	0.202407816
Baer_Henney_unpublished_2017	tut4	SaFl	labial-voiceless-9-o	voiceless	labial_o	0.150735223
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-1-i	voiced	velar_i	0.177792335
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-1-o	voiced	velar_o	0.167509917
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-1-oe	voiced	velar_oe	0.16514892
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-1-oe	voiced	velar_oe	0.142154779
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-1-oe	voiced	velar_oe	0.101695224
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-1-oe	voiced	velar_oe	0.187413602
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-1-oe	voiced	velar_oe	0.156318009
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-10-a	voiced	velar_a	0.242851192
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-10-o	voiced	velar_o	0.137004593
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-10-o	voiced	velar_o	0.161001111
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-10-o	voiced	velar_o	0.1199495
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-10-o	voiced	velar_o	0.174452198
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-10-o	voiced	velar_o	0.219856766
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-10-o	voiced	velar_o	0.192606118
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-11-o	voiced	velar_o	0.162145498
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-11-o	voiced	velar_o	0.169571179
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-11-o	voiced	velar_o	0.132041575
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-11-o	voiced	velar_o	0.241901315
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-11-o	voiced	velar_o	0.088989643
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-11-o	voiced	velar_o	0.17585776
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-12-o	voiced	velar_o	0.1606972
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-12-o	voiced	velar_o	0.176560244
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-12-o	voiced	velar_o	0.118486745
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-12-o	voiced	velar_o	0.207999055
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-12-o	voiced	velar_o	0.146571177
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-12-o	voiced	velar_o	0.172266753
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-13-u	voiced	velar_u	0.184166748
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-13-u	voiced	velar_u	0.150393634
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-13-u	voiced	velar_u	0.135100879
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-13-u	voiced	velar_u	0.212044691
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-13-u	voiced	velar_u	0.143081387
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-13-u	voiced	velar_u	0.286961805
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-14-u	voiced	velar_u	0.174489497
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-14-u	voiced	velar_u	0.181440546
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-14-y	voiced	velar_y	0.165943914
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-14-y	voiced	velar_y	0.16116765
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-14-y	voiced	velar_y	0.163182874
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-14-y	voiced	velar_y	0.211771269
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-14-y	voiced	velar_y	0.173066367
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-15-u	voiced	velar_u	0.139591597
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-15-y	voiced	velar_y	0.118533431
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-15-y	voiced	velar_y	0.108386187
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-15-y	voiced	velar_y	0.16617802
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-2-i	voiced	velar_i	0.132281966
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-2-i	voiced	velar_i	0.18218098
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-2-i	voiced	velar_i	0.069870548
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-2-i	voiced	velar_i	0.188404578
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-2-i	voiced	velar_i	0.155295652
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-2-i	voiced	velar_i	0.267918693
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-3-a	voiced	velar_a	0.156318009
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-3-i	voiced	velar_i	0.136249669
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-3-i	voiced	velar_i	0.123308338
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-3-i	voiced	velar_i	0.158125348
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-3-i	voiced	velar_i	0.183800785
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-3-i	voiced	velar_i	0.184958867
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-3-i	voiced	velar_i	0.200980297
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-4-o	voiced	velar_o	0.125576095
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-4-o	voiced	velar_o	0.173163137
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-4-o	voiced	velar_o	0.139150885
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-4-o	voiced	velar_o	0.168731228
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-4-o	voiced	velar_o	0.195428236
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-4-o	voiced	velar_o	0.150735223
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-5-a	voiced	velar_a	0.259001316
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-5-a	voiced	velar_a	0.171766652
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-5-a	voiced	velar_a	0.142089983
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-5-a	voiced	velar_a	0.211671809
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-5-a	voiced	velar_a	0.157040547
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-5-a	voiced	velar_a	0.183403435
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-6-a	voiced	velar_a	0.167855376
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-6-a	voiced	velar_a	0.19661563
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-6-a	voiced	velar_a	0.187952395
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-6-a	voiced	velar_a	0.199955862
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-6-a	voiced	velar_a	0.184958867
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-6-a	voiced	velar_a	0.220520048
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-7-e	voiced	velar_e	0.126852578
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-7-e	voiced	velar_e	0.176826979
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-7-e	voiced	velar_e	0.136792925
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-7-e	voiced	velar_e	0.203822707
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-7-e	voiced	velar_e	0.198918026
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-7-e	voiced	velar_e	0.237268406
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-8-o	voiced	velar_o	0.134571641
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-8-o	voiced	velar_o	0.183110493
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-8-o	voiced	velar_o	0.165864256
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-8-o	voiced	velar_o	0.214173347
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-8-o	voiced	velar_o	0.240795505
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-8-o	voiced	velar_o	0.212145869
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiced-9-e	voiced	velar_e	0.134559626
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiced-9-e	voiced	velar_e	0.183548269
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiced-9-e	voiced	velar_e	0.141500006
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiced-9-e	voiced	velar_e	0.131432331
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiced-9-e	voiced	velar_e	0.195428236
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiced-9-e	voiced	velar_e	0.184231939
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-1-o	voiceless	velar_o	0.181469077
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-1-oe	voiceless	velar_oe	0.120153191
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-1-oe	voiceless	velar_oe	0.136163068
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-1-oe	voiceless	velar_oe	0.135283501
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-1-oe	voiceless	velar_oe	0.132802399
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-1-oe	voiceless	velar_oe	0.187023332
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-10-o	voiceless	velar_o	0.136398113
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-10-o	voiceless	velar_o	0.110409668
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-10-o	voiceless	velar_o	0.174222251
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-10-o	voiceless	velar_o	0.133929719
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-10-o	voiceless	velar_o	0.167509917
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-10-o	voiceless	velar_o	0.20377169
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-11-o	voiceless	velar_o	0.125166276
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-11-o	voiceless	velar_o	0.201017584
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-11-o	voiceless	velar_o	0.167029773
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-11-o	voiceless	velar_o	0.170861481
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-11-o	voiceless	velar_o	0.170999707
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-12-o	voiceless	velar_o	0.144652869
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-12-o	voiceless	velar_o	0.120684903
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-12-o	voiceless	velar_o	0.110849339
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-12-o	voiceless	velar_o	0.164225685
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-12-o	voiceless	velar_o	0.153550757
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-12-o	voiceless	velar_o	0.133986865
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-13-u	voiceless	velar_u	0.119071555
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-13-u	voiceless	velar_u	0.145777227
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-13-u	voiceless	velar_u	0.157733855
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-13-u	voiceless	velar_u	0.139963416
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-13-u	voiceless	velar_u	0.160530337
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-13-u	voiceless	velar_u	0.299282858
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-14-o	voiceless	velar_o	0.167509917
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-14-u	voiceless	velar_u	0.143081387
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-14-y	voiceless	velar_y	0.117692382
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-14-y	voiceless	velar_y	0.169004995
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-14-y	voiceless	velar_y	0.152082994
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-14-y	voiceless	velar_y	0.111623389
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-15-u	voiceless	velar_u	0.150060967
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-15-y	voiceless	velar_y	0.110557518
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-15-y	voiceless	velar_y	0.133438723
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-15-y	voiceless	velar_y	0.104474548
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-15-y	voiceless	velar_y	0.122091072
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-15-y	voiceless	velar_y	0.173066367
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-2-i	voiceless	velar_i	0.109554411
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-2-i	voiceless	velar_i	0.125628634
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-2-i	voiceless	velar_i	0.08358025
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-2-i	voiceless	velar_i	0.107554892
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-2-i	voiceless	velar_i	0.118652858
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-2-i	voiceless	velar_i	0.17585776
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-3-i	voiceless	velar_i	0.099637551
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-3-i	voiceless	velar_i	0.134156998
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-3-i	voiceless	velar_i	0.130724364
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-3-i	voiceless	velar_i	0.167509917
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-4-o	voiceless	velar_o	0.101958854
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-4-o	voiceless	velar_o	0.140140149
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-4-o	voiceless	velar_o	0.154755691
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-4-o	voiceless	velar_o	0.151950842
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-4-o	voiceless	velar_o	0.187023332
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-5-a	voiceless	velar_a	0.159971851
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-5-a	voiceless	velar_a	0.189092466
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-5-a	voiceless	velar_a	0.170860601
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-5-a	voiceless	velar_a	0.225933807
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-5-a	voiceless	velar_a	0.240795505
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-5-a	voiceless	velar_a	0.192606118
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-6-a	voiceless	velar_a	0.163702899
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-6-a	voiceless	velar_a	0.19793477
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-6-a	voiceless	velar_a	0.153747291
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-6-a	voiceless	velar_a	0.204893152
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-6-a	voiceless	velar_a	0.247775085
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-6-a	voiceless	velar_a	0.212145869
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-7-e	voiceless	velar_e	0.141487289
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-7-e	voiceless	velar_e	0.164752107
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-7-e	voiceless	velar_e	0.126133275
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-7-e	voiceless	velar_e	0.176382828
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-7-e	voiceless	velar_e	0.181469077
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-7-e	voiceless	velar_e	0.195397511
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-8-o	voiceless	velar_o	0.130494037
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-8-o	voiceless	velar_o	0.137248437
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-8-o	voiceless	velar_o	0.13622722
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-8-o	voiceless	velar_o	0.174679271
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-8-o	voiceless	velar_o	0.209387396
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-8-o	voiceless	velar_o	0.173066367
Baer_Henney_unpublished_2017	tut4	HeWi	velar-voiceless-9-e	voiceless	velar_e	0.148577923
Baer_Henney_unpublished_2017	tut4	SaDi	velar-voiceless-9-e	voiceless	velar_e	0.138918821
Baer_Henney_unpublished_2017	tut4	AnSt	velar-voiceless-9-e	voiceless	velar_e	0.117760098
Baer_Henney_unpublished_2017	tut4	KiZe	velar-voiceless-9-e	voiceless	velar_e	0.169511228
Baer_Henney_unpublished_2017	tut4	YoVo	velar-voiceless-9-e	voiceless	velar_e	0.162275232
Baer_Henney_unpublished_2017	tut4	SaFl	velar-voiceless-9-e	voiceless	velar_e	0.153526616
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-1-e	voiced	alveolar_e	0.139592136
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-1-e	voiced	alveolar_e	0.181780396
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-1-e	voiced	alveolar_e	0.144352008
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-1-e	voiced	alveolar_e	0.090338775
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-1-e	voiced	alveolar_e	0.158450198
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-1-e	voiced	alveolar_e	0.140551599
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-1-e	voiced	alveolar_e	0.149419569
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-10	voiced	alveolar_u	0.207749024
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-10-u	voiced	alveolar_u	0.087755662
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-10-u	voiced	alveolar_u	0.12241027
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-10-u	voiced	alveolar_u	0.210551675
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-10-u	voiced	alveolar_u	0.101136604
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-10-u	voiced	alveolar_u	0.172822593
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-11-u	voiced	alveolar_u	0.12241027
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-11-y	voiced	alveolar_y	0.077475632
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-11-y	voiced	alveolar_y	0.155811767
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-11-y	voiced	alveolar_y	0.075890972
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-11-y	voiced	alveolar_y	0.200579887
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-11-y	voiced	alveolar_y	0.310384376
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-11-y	voiced	alveolar_y	0.122416003
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-12-u	voiced	alveolar_u	0.187581278
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-12-y	voiced	alveolar_y	0.143148744
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-12-y	voiced	alveolar_y	0.233717652
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-12-y	voiced	alveolar_y	0.10331075
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-12-y	voiced	alveolar_y	0.109977639
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-12-y	voiced	alveolar_y	0.180621134
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-12-y	voiced	alveolar_y	0.15302004
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-13-u	voiced	alveolar_u	0.066772138
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-13-y	voiced	alveolar_y	0.083040424
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-13-y	voiced	alveolar_y	0.165865874
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-13-y	voiced	alveolar_y	0.207749024
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-13-y	voiced	alveolar_y	0.108264006
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-13-y	voiced	alveolar_y	0.315624644
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-13-y	voiced	alveolar_y	0.217828528
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-14-u	voiced	alveolar_u	0.176437139
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-14-u	voiced	alveolar_u	0.101974118
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-14-u	voiced	alveolar_u	0.155811768
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-14-u	voiced	alveolar_u	0.123831379
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-14-u	voiced	alveolar_u	0.154812989
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-14-u	voiced	alveolar_u	0.317327693
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-14-u	voiced	alveolar_u	0.133217415
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-15-a	voiced	alveolar_a	0.22451203
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-15-a	voiced	alveolar_a	0.24957629
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-15-a	voiced	alveolar_a	0.233717652
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-15-a	voiced	alveolar_a	0.199899226
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-15-a	voiced	alveolar_a	0.133544276
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-15-a	voiced	alveolar_a	0.202197037
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-15-a	voiced	alveolar_a	0.167421927
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-17-o	voiced	alveolar_o	0.079206645
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-2-e	voiced	alveolar_e	0.200312952
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-2-e	voiced	alveolar_e	0.155119519
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-2-e	voiced	alveolar_e	0.155811768
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-2-e	voiced	alveolar_e	0.151194837
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-2-e	voiced	alveolar_e	0.12241027
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-2-e	voiced	alveolar_e	0.18000468
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-2-e	voiced	alveolar_e	0.151219805
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-3-e	voiced	alveolar_e	0.199012833
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-3-e	voiced	alveolar_e	0.090885213
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-3-e	voiced	alveolar_e	0.155811768
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-3-e	voiced	alveolar_e	0.146474831
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-3-e	voiced	alveolar_e	0.111609364
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-3-e	voiced	alveolar_e	0.326606281
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-3-e	voiced	alveolar_e	0.153020004
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-4-i	voiced	alveolar_i	0.141898014
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-4-i	voiced	alveolar_i	0.095040523
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-4-i	voiced	alveolar_i	0.155811768
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-4-i	voiced	alveolar_i	0.117462908
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-4-i	voiced	alveolar_i	0.065525498
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-4-i	voiced	alveolar_i	0.100208745
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-4-i	voiced	alveolar_i	0.187224476
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-4-u	voiced	alveolar_u	0.124538987
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-5-i	voiced	alveolar_i	0.162020566
Baer_Henney_unpublished_2017	tut5	AyBu	alveolar-voiced-5-i	voiced	alveolar_i	0.102290654
Baer_Henney_unpublished_2017	tut5	JeTh	alveolar-voiced-5-i	voiced	alveolar_i	0.155811768
Baer_Henney_unpublished_2017	tut5	MaKi	alveolar-voiced-5-i	voiced	alveolar_i	0.123123771
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-5-i	voiced	alveolar_i	0.085687189
Baer_Henney_unpublished_2017	tut5	SaSc	alveolar-voiced-5-i	voiced	alveolar_i	0.322894846
Baer_Henney_unpublished_2017	tut5	WiLo	alveolar-voiced-5-i	voiced	alveolar_i	0.124216239
Baer_Henney_unpublished_2017	tut5	ReSc	alveolar-voiced-6-e	voiced	alveolar_e	0.200775072
Baer_Henney_unpublished_2017	tut5	RaRa	alveolar-voiced-6-e	voiced	alveolar_e	0.061205135
